,tweet,
438,"my brain is like, “i know a place” then takes me into a four day depression",1
439,Lolz reflectly is the only one to ever check on me #depression  https://t.co/0zeR0AOuad,1
440,"I love how JBP calls leftism ""resentment ideology"" then blames all social problems and mental illness on ""postmodern neo-marxism.""  The only thing I hate more than this guy is seeing people defend him as if he's the only writer who talks about alienation and depression.",2
441,hi friends i need ideas for things i can do to keep me busy ?? i feel like the worse thing i can do with my depression is give in and just lay there like i’m fucking broken and that’s exactly what i’ve been doing,1
442,"In 2018 work related stress, depression and anxiety accounted for more than half of all working days lost due to ill health in the UK. I shudder to think what it will look like now.  https://t.co/v7wOvBIynx",1
443,@BillyEnGAV l’hygiene c’est parce que j’étais en wati depression #lolmdr ^^,2
444,@den_smo هههههههههههههههههههههههههه chronic depression 😂😂,2
445,@NUTINHO2 @SaiyanGoddess72 When I first used these against my brother depression kicked.  https://t.co/ZfzOqs34bW,1
446,There is no meme   Just my depression,1
447,trying to be friends with someone who has never experienced depression is so hard because they think fighting that shit is so simple,1
448,@AliRR333 Or maybe the depression is caused by someone's birthday 🤫,2
449,@DAEGUGlRL Why they hate jimin haters doesn't even kekn how jimin can survive in here depression about hating him he doesn't even kwon why they hating him like WTF,2
450,"Jesus Ami in ANY other show I would consider your current actions and dialogue borderline death flagging!   ""Oh, my mom made these cookies for he when I was depressed."" PROCEEDS TO MAKE DEPRESSION COOKIES.",0
451,Damn depression.,1
452,"@melimenya I totally feel you, whenever my depression hits hard it sucks because not even my favorite things can comfort me and idk what to do :/",1
453,@_ladyblackwell You just sent my spiralling back into depression with Pandora hearts 😭 it's been so long but I'm still not over it yet 😭😭💗,1
454,@HasnainKazim Das ist wahr wie kaum etwas! Alles andere hätte bei mir eine mittlere Depression ausgelöst.,2
455,"@Trevor_ShowALK @AniRayAnimation @teambossperhaps @parunephantom Well it may be a BIT of fatalism, but not so much honestly, it's just that i'm so unnatractive the chances of me for being loved are literally 0% Btw i don't have depression, not any psychologist has diagnosed it me yet",1
456,@c4milia @lxsqnspa #depression,2
457,entering the essay depression period,2
458,"Depression is like war , you either win or you die 💔and I’m dead already",1
459,"For those wondering, my boss was a wolf in sheep’s clothing. She said everything right when I started. She was amazing. But 2 months later I saw how she really was and it caused me and @xoaquint awful anxiety and depression.",1
460,Depression never lets me down 🥰,1
461,"Feeling guilty cuz I’ve wasted so much time giving into my depression when I could’ve done something useful with my life like make tons of money, read books, or volunteer. I feel behind from everyone else and looked down upon for it. I feel stupid.",1
462,"@dynalino for non kpop songs: Buying Time - Lucky Daye xoxosos - keshi Red Flags - lewloh, Joie Tan smiling depression - oceanfromtheblue, slchld japan with u - muun  also an artist id like to rec is dvwn",2
463,welcome back my dear depression 🖤,1
464,"Yo i have depression bc i had a teacher who did exactly that, but since I'm stubborn like a mule, i didn't give up.  Im learning everything on my own, I'm not joining art schools again for that experience no thanks",1
465,@theneedledrop the echoes of my depression,2
466,"I’m having a Depression Birthday this year, so I took a hot shower and fished some possibly clean, possibly dirty PJs out of a random laundry basket I plan on wearing the entirety of the next three days while subsisting on brownies and pizza rolls and ridiculous amounts of sleep.",1
467,"Who struggle with depression and anxiety, for people who have been told they weren't good enough. This last year was hard and I just want you all to know you aren't alone. Give me a follow and turn on notifications if you ever just need to let it out, my twitch is that placet",0
468,@ow @ChuckWendig Vitamin d is so essential in fighting seasonal depression.. consider 3000 mlg a day.. I can honestly say it has helped me immensely,0
469,"The Mindfulness-Based Stress Reduction (MBSR) programme is the most recognised and established mindfulness course, taught all over the world, and scientifically proven to help people cope better with stress, depression and anxiety.    https://t.co/7qy2yo6eAj  https://t.co/nHWEW1Z2vg",2
470,Loneliness makes our brains crave people  https://t.co/fANiIiV1Ex #lonliness #brain #mentalhealth #covid-19 #depression #isolation @stonybrooku,1
471,@PrinceGbby @SavvyRinu Financial depression  God will see you through,2
472,"All humans make mistakes. Humans learn from them. Some do, some don't. Anxiety and depression is at it's all time high within cancel culture because it can be very isolating and lonely. Being ostracized is difficult enough.+",1
473,"My son has Covid. He says it is  nothing serious physically, but he feels sadness, a kind of depression. Basically, Covid made him think about his life, what he has done so far for 27 years, and why he doesn't feel like he has done much.",1
474,"//tw : mentions of depression, anxiety etc - - - - okay so I'm not sleepy anymore and decided to say this;  Before you participate in the cancel culture...  Consider this:",2
475,@afrodykee Legit depression &amp; prolonged stress can thrwo stuff off too. It's friggin not something to wish onto folk.,2
476,Well this is surprising. Winter #depression is not as bad as you might expect in 2021  #happiness  https://t.co/vz81ze0OkS fastcompany&amp;utm_content=feedburner&amp;cid=eem524:524:s00:01/16/2021_fc&amp;utm_source=newsletter&amp;utm_medium=Compass&amp;utm_campaign=eem524:524:s00:01/16/2021_fc  https://t.co/DU4F59wG8C,2
477,"tik tok please stop recomend me drivers license in fyp cause i’ll be in deeper depression, thank you good night x",1
478,What to Do When It Seems Like #Problems Will Never End ||  https://t.co/3tX1xntVeW == #mentalhealth #mentalillness #depression #anxiety #bipolar #schizophrenia #adhd #did #eatingdisorder #mhchat #mhsm  https://t.co/1ON73yt4qE,2
479,Cleaning up my depression cave. Please hold.,0
480,@Faisalsaleem571 Depression unlimited 😐,2
481,"and dirty up clothing and forget to put stuff away, and thats OKAY.  I am not gross or lazy, im just a tranny with severe depression and executive dysfunction issues, and falling behind on cleanliness sometimes is okay.  All that matters is i get it done EVENTUALLY. Its fine!!",1
482,Will we probably have extended mental health issues? Yeah. But can’t wait until we’re done processing all this trauma and only have to deal with depression/anxiety and things that come with being autistic,1
483,@WomenPostingLs In both cases it went on for almost a decade with the husbands suffering crippling depression. They're much happier now.,0
484,@Sylia_dz ça c’est la dépression 😩?,2
485,@doctorveera I guess MR could be used to disentangle the genetic relationship between depression or schizophrenia or insomnia and intelligence. Has this been done or currently being researched?,2
486,Depression ( i might play later)  https://t.co/NL1Hqv5JV7,2
487,"The book also touches many different themes like poverty, social class, war, PTSD, depression etc... as we follow Halo on her long journey through the galaxy.",2
488,The anger is back. The tension is back. 15 good days is what I got. I'll go back to the dr as soon as I can get in. I'm not ok with any of this. #mdd #bipolar #bipolardisorder #bipolarclub #anger #depression,1
489,i'm at a level of depression where my dad just jokingly shouted at me and i started crying . i literally started crying bc he was teasing,1
490,Last thing I’ll ever let happen again is falling into Depression !!,0
491,@Mangan150 @EricTopol The lockdown down your mood and increase depression and prevent you from covid by 20%,2
492,Taylor Hernandez is an 17 year old boy who is part of the four main characters in TKARH. He is Mexican and also suffers from depression.,2
493,"no, i have depression idk🧍🏽‍♀️",1
494,Sometimes depression means staying in bed all day bc the thought of getting up is too much.,1
495,Nothing says depression like people calling me out on not responding to their messages...and then still not responding to their messages,1
496,"ma playlist dépression je l'ai nommé :""  🕳️ """,2
497,Depression is coming. Need a chupitazo enserio,2
498,Tw//depression suicide I have to take mood stabilizers so I won’t feel suicidal all the time the fact that people think it’s funny to joke about mental illness Fuck  You Brujeria is very real and it  will be coming your way pendejas,1
499,"Having depression and a god complex makes my brain a constant battlefield, never a dull moment ;)",1
