,tweet,
434,"New, New Years resolution: join a gay softball team when I’m done with school and get more active 🥎 🤔",2
435,"‘Trump aide returning to school, driving for Uber after being shut out of job interviews: report’   Uber announces app’s enhanced security feature if your driver involuntarily takes you to Mexican border, Klan rally, conversion therapy or Trump gift shop.  https://t.co/9Tqk63CM6W",2
436,"You know what’s crazy, School making their students pay for that TRASH ASS LUNCH  https://t.co/MhFuwLHkUv",2
437,"I’ve heard multiple people comment that the med school setting of Promising Young Woman doesn’t make sense—that it should be undergrad—&amp; ok, good luck convincing audiences that a 19-yr-old girl has potential worth caring about.",2
438,Proud of the students that represented Greenwood at the @WarrenCoSchools MLK Celebration today.    Congratulations to the following that were recognized as winning the 2021 MLK High School Contests: Essay Winner: Mia Gonzalez Essay Runner-up: Myra Jones Art Winner: Emilee Arnold  https://t.co/YdphwdEPBm,0
439,The attacks on the Capitol were an assault on our Democracy and the tradition of peaceful transitions of power that the United States of America first brought to the world. It is necessary to pass a ED bill to demand Jr. High &amp; High schools be taught civics lessons. 🏦🏫🏨🏛️,2
440,@decentbirthday @_donnydrama my grandma told me in middle school that if my mom didn’t start paying her then she’s not going to keep driving me to school when i miss my bus LOL it was like a 5 minute drive😭,0
441,He definitely did wrestling in high school trying to cut weight 2day before a match,2
442,Ewu🤕,2
443,"@FemboyVr this community sad to say, is extremely split. there ARE people who are not accepting here. it is difficult to see the importance unless youve experienced it yourself. in my old town i was the only white kid in the school, and despite people being nice, i felt like i didnt belong",1
444,"@banalplay In 2005, I think I made $7 an hour as a high school student working a summer job at the mall. The fact that they pay these kids still around that much in 2021 is mind boggling to me! 🤦🏽‍♀️",2
445,@yoshua_1925 おはしゅあ🟥 スタートから最高の一日っていうの素敵🤤 やりきろー！！,2
446,"Anyone seen Run, Hide, Fight?   Ignore the critics views its an excellent wee film on a horrible subject (school shootings)   A bit like a young die hard.  Not gonna win any awards but a good movie. Check it out.",2
447,"There are exceptions &amp; spelling differences, of course, but learn enough of these hooks and a wide range of words suddenly become guessable. The idea that you can essentially blag your way into learning a language is totally against how I was taught at school.  I like that a lot",2
448,"@ColdWarPod Only schools in my city offering Russian were the grammar schools. We had French, Spanish, German, Latin, Punjabi and Urdu. I took German, and was fortunate enough to have a teacher from the DDR, this was 86-91. She was beside herself when the wall fell.",0
449,"When I was struggling to learn all of those strange new words at school, I wish the curriculum had focused on the similarities instead. Learning about the common roots across different languages might have changed things for me",0
450,@RottenInDenmark I know y’all have done an episode on Columbine but school shootings generally (and active shooter drills) seem ripe for an ep!,2
451,@free_school_D 時間大事よね！！ どの時間がベストかは僕の「1000人ぶち上げnote」のツール使えば結構すぐわかるよー！！👍👍,2
452,"When I was at school I studied Welsh and French. I enjoyed both, but I never really felt like I had a grasp of either. We were taught in a very rigid way. In class, if you didn't know a word, or the right grammar it was probably better to stay quiet. Vocab felt insurmountable",0
453,tw suicide   is just used to it and is preoccupied with everything else and I get it. I just am so sad that ALL I WANT TO FUCKING DO is my school work and study psychology and I can’t even hold a pencil most days. I’m crying my eyes out. I really really really want to end my life,1
454,i've been going back to school for ONE WEEK and i'm already  this close🤏🏻 to crushing my dick and balls in a hydraulic press...,1
455,"@iducxy @grumbae @EnriqueDeWitte @ItsMissMedic Same lol I’m at school at 8, leave like 3-4 than go study and most of the time Ash already ended 😢",0
456,@laurenboebert Are you the one that didn’t even graduate high school?,2
457,Got put on lockdown cuz apparently some local ISIS recruiter planted a bullet on school premises 😭😭😭😭😭😭😭,2
458,the way i start working at starbucks on tuesday,2
459,"@samanthamaiden As a kid I remember cozzies and togs. As an adult, I’m more likely to say swimmers. When I was at boarding school we called them bathers. No wonder I’m messed up 🤪",2
460,"not to mention there are tons of reasons people drop out of high school and don’t seek out their GED until much later in life, if ever. and it’s not your business why they did it.",2
461,@carolinepennock This explains my high school dropout status 😬 :),2
462,"Lenawee Christian vs Suttons Bay High School Football   Cougars vs Norsemen  LIVE STREAM:  https://t.co/YsTS5XKR4f The Suttons Bay (MI) varsity football team has a neutral playoff game vs. Lenawee Christian (Adrian, MI) on Saturday, today",2
463,"@candiomercer @ArielleScarcell ... Look at every looney gun nut and backyard militia we have in this country.   The school shooters, Las Vegas concert massacre, the news room shooting, the black church, the bombing of synagogues, the plot to kill left politicians, the plot to kidnap a governor... Right. Wing.",2
464,wish there was a book nerd school ):,2
465,We need $736 more to go help my school:),2
466,@librarian_kate He’s actually a friend of my sister’s -they were at law school together :),0
467,Good,2
468,@_GloryAndSons_ @DecaturDane then why are minimum wage jobs open during school hours? whose making your food on your lunch break? high school students?,2
469,Poland School Fantasies x b g   1 @sex_porn_usa_au  . . @sex_porn_usa_au . . . @sex_porn_usa_au  . .  . . .  . . . @sex_porn_usa_au  . 552288,2
470,@EricRWeinstein Funding and state school costs are set by legislatures.,2
471,"50-43, 50-43, 50-42, sheesh",2
472,"And ""practice"" is how you—and by you I mean I—get better at writing, and I got a lot more craft practice working on fic in my 30s than I ever did in creative writing grad school in my 20s 🤷🏻‍♀️",0
473,@richardjholme @lenabellina @andrewkbailey13 @EducationScot @JohnSwinney Our school provides us with a laptop but they are not fit for purpose. I worked 70 hours last week but a working laptop would cut it by at least 20 hours.,0
474,never understood WHY that’s so bad like they’re both in high school? 16 and 18 is okay !,2
475,"You know in America it’s actually illegal to send your kid to a school outside of your district? So if you live in a ghetto, you’re legally obligated to stay in that ghetto, unless you overachieve SO much more than people born into privilege, that you can claw your way out.",2
476,why the hell is notifications for school work deadlines coming in ?,2
477,"10)duck, it ain't trying to be a gorilla. It is trying to be a duck. Without going to duck school.",2
478,@sunnyysideup Yo! Lmao thank you.,0
479,That’s why he’s a corner....,2
480,"@MediaLawProf I worked fast food ($5.15 per hour) when I was in high school, and then retail during college.   I started making more than minimum wage after my first year or so in retail but I don’t think I made more than $7 an hour until I was 21/22.",0
481,Also NSW (Australia) public schools.,2
482,"Same as BVN number and NIN number, even school fee money 😂😂",2
483,"5)as have non-health care workers. Using the pandemic as justification to legitimize bypassing medical school and residency is despicable. Those PAs who claim you do not support OTP, where are you? Telling physicians that you don't support OTP in Twitter or other social media",2
484,"@_celia_bedelia_ I guess if “vacation” means “temp job” or “professional training you will be laying for yourself”, then yeah: they get a long “vacation”  Also, where are students out of school for three months? It’s more like two everywhere I’m familiar with.",2
485,@gunnellAP @aandres_aaron @ChadHarnisch @VinceBreunig @mjteeeee @hwgaston @MrALuther @jbretzmann @kennybosch @joeschroeder23 @GibbonsTJo @AggieSalterITS @SarahSajohnson @Joe_Sanfelippo We’ve powered through almost half a school year #wecandothis 💪🏼,2
486,@ellorysmith I got a job in a grocery store when I was 16. I made $3.25 per hour. I made about $80.00 per week. I bought my school clothes and my own food. My Mother who worked at Walmart was very proud it took some of the burden off of her.,0
487,Finished the outline of the first draft of my personal statement for grad school apps and I am!! Properly terrified of starting to write the actual first draft,0
488,"@BlessedMMA  @CalvinKattar  @danawhite   the Senior got taken to school by the Freshman! Name change to ""Mashed Taters."" Great job Max, congratulations!",0
489,@FormulaTV @lxxrxz_ 😏😏😏,2
490,Me listening to Nicki Minaj on my way to church during high school:  https://t.co/LEkiE1tpZK,2
491,@mitali1228 looking back I actually never took lunch from home always had school lunch ... but the funny thing is that I’m actually buying all this now 😂,0
492,@free_school_D 誤飲www,2
493,Thats why they was mad at BW in school. Their insults were always directed to the fact ass was showing.,2
494,I have just been singing cruel angel’s thesis the entire week. I think school is already getting to me,2
495,@JoeBiden Bidens science that miraculously states can  open up and schools can open now that he is elected although cases were rising and deaths increasing daily until last minute of trump,2
496,"NGOs and Ministry of Education, Government of Malaysia: We want the Ministry of Education to re-consider the decision for school reopening - Sign the Petition!  https://t.co/CZW3SUh0rA عبر @Change",2
497,"Check out the thread below if you're interested in playing the old school #Doom 1, 2, #Heretic, #Hexen with a more modern look to them in a source port. #retrogaming",2
498,Some people from elementary school who I thoughts would be gay by now are still closed and Zionist’s and it’s honestly disappointing,2
499,@kookscucumber hahahaha this was like a meme in my high school years 🤣 old but gold!,
500,"Did I just see an old school @budweiserusa ""I love you, man!"" commercial? My dad really got a kick out of them 😂😂😂",
501,these are the covidiots responsible for us all being locked down/out of work/out of school. smarten the frick up,
502,@AliciaMizumi *Later he signs some papers and nezu packs up and leaves waving to him as he leaves and Kiri starts walking through the school*,
503,gente q gosto esse E.J do high school musical novo,
504,@SecPompeo @GeorgiaTech Hey great to see an awesome man go to the best school in the south. THWg and go jackets!!,
505,"Lenawee Christian vs Suttons Bay High School Football Playoffs Today   Cougars vs Norsemen  LIVE STREAM:  https://t.co/YsTS5XKR4f The Suttons Bay (MI) varsity football team has a neutral playoff game vs. Lenawee Christian (Adrian, MI) on Saturday, today",
506,@nytimes Who is the journalist for this crap. Story or no story high school newspapers have better standards,
507,"$ SAVING TIP FOR TEXTBOOKS:  rent the textbook for the shortest amount of time possible, then, do all the course work on the first week of school so you only pay $500 instead of $1000 🤑  ps. paperbacks make for good tissues! just make sure to only cry on the index pages!",
508,"Not at all.  People who go to school to obtain a degree to literally teach our future should be paid WAY more, so glad you pointed it out",
509,uhh one of the more insignificant ones was this guy brought a pistol to school bc he wanted to show it off to his friends to look cool and it ended up falling out of his hoodie pocket in the middle of a class change. like it just fell on the floor and the whole school locked down,
510,I think it’s early for me to say this but sigh* goodnight everyone love you all so much❤️ (FUCK YOU SCHOOL) (no one will see this too smh),0
511,@YungAuxCord1 @DeeginJimmy @akineticx @eternalworldd @MoeDaysAhead @MaxOnTheRvn @cometx8 @ayowooayo @PullupLocation1 @codeinecrvzy @hobiedoll @ovosec @caucasian_drake @LEGENDBYDRAKE @OVOsloppy He makes beats better than the fat kid at your school lunch table,
512,@realkatiejow @BetsyDeVosED .@BetsyDeVosED was a super wealthy opportunist  She exploited our education system  She promoting FOR PROFIT Privately Owned Online K12 Education which found LOOPHOLES to profit off tax dollars which she was HEAVILY INVESTED IN  Meanwhile CLOSING Majority Minority Public Schools,
513,"@JupiterAsh @Kizzia30 @emmatypesstuff Yeah, we has them at my school. They were an ABSOLUTE PAIN to fill a water bottle with.",
514,@ohnoitmatt Roblox high school,
515,"@Axelisys @N_A_Barnes There’s literally video of the kids on the school website and photos associated with every email address.  Don’t get me wrong I’m not for cameras all day, but those that want to should be able to see and talk in a controlled way ie form each morning.",
516,Two intimate lovers were caught in the school’s library where the girl was giving her bone-bro’s lil friend some wonderful massage . Both were fired and we weren’t even allowed to mention it in school,
517,@CubridFN @SirXenvi mans feeding a whole ass elementary school,
518,@redsvcre Not to mention just sitting there in class knowing I’m wasting my time but can’t do nothing bc 1. I’m a pussy to drop out 2. I feel bad for going home early let alone skipping a whole day. I hope I never have to feel the shit I felt In high school smh,
519,The Crucible of Empire Academic Essay  https://t.co/EV7pPTC6jw,
520,@BlueChairman @sxmplyzenny @Montreall00 Lol because if she was Nigerian they would have forced her to use her right hand. My fiancé is from Nigeria and he would be left handed if it hadn’t been beaten out of him in school there.,
521,NEW In this weekend's Sunday Telegraph  Conservative MPs ordered by Government chief whip Mark Spencer to abstain on Labour votes on Universal Credit cuts and free school meals on Monday   https://t.co/xvaHYXLu1F,
522,"@curewaffle @sougetsugakuto adding onto this, mikuru (3rd year middle schooler while shin is 3rd year in highschool) and nanami (new chara, i think shes in elementary or middle school) both have a crush on shin too and its gghhhghghghghgghgh its BAD",
523,it’s the way i haven’t looked at my school email in ages and now i have over 50 emails to read through,
524,"@MrsSmitht @26MoreLives When my son was growing up I spoke English to him and his mother spoke Swedish (By agreement as they learn it in primary school in Sweden and having a grounding in conversational English would only be an advantage), so he spoke Swenglish for a while.",
525,. @dperkinsed talks with @ChadDumas about his new book Let’s Put the C in PLC: A Practical Guide for School Leaders.  The TeachThought Podcast Ep. 230 Making PLC's More Effective | TeachThought PD  https://t.co/m3Ni0iVCmq  https://t.co/Ol7YE0ok58,
526,A!!! BASKETBALL!!!!! SCHOOL!!!!!,
527,They must be giving out the vaccines on ski slopes the way ppl who went to my high school all decided that they NEEDED a ski trip rn 😐,
528,School systems really do be pieces of shit.,
529,"#LeadingWithIntentionality ""If you are leading a school, know that your intentions will make the difference in the lives of your students. If you are leading a district, never underestimate your impact on student success."" via @power58karen",
530,yet again more reasons to hate schools,1
531,eating hot cheetos with labnah feeling like im in middle school again,
532,My depression increases by 100% when i walk into school.,1
533,damn i used to get up everyday at 7 am to go to school,0
534,@vibesrestored the people arguing for the conditioning of high school students into believing their labor is low value will turn around and blame them for not negotiating a better labor value in adulthood. it's all bad faith,
535,@Schrodingersba4 From 1st grade up to around high school.,
536,@darynsimon WOT??!!! I find that hard to believe- that's ridiculous! One of the things I loved about my very first teaching position in a school in Islington in ILEA days was there was NO UNIFORM!!!,
537,@maddogman17 @ScouseAtheist @officialbarnesy Are school teachers discriminating against Pakistanis but not Indians?  Carribbeans but not Africans?  Irish travellers but not the Irish?,
538,Where to start with #CollegeCareerReadiness in your school district? The PaCE Framework is a great place to start.  Join us this Friday for an online Administrator Academy from 9-Noon. All are welcome!   https://t.co/le1qgwSXEX #ILEdChat @ISACFinAid @EdSystemsNIU  https://t.co/4fHpmqTrPx,
539,"so i just realised that carson,sumner,johnny and ruel might all release their debut albums this year... WHAT THE FUCK",
540,this is so embarrassing why are ppl from my school like this  https://t.co/SAKAO8yahI,
541,Number 12 is playing school yard football against us. Smdh,
542,@KamalaHarris @JoeBiden Translation: your party has an agenda that far exceeds just lockdowns and small biz closures &amp; schools. They want food lines to be longer than ever and unemployment to skyrocket to never before seen numbers....communism is coming to a theatre near you,
543,@GivCoo That's old school,
544,@_donniiiii Also it’s illegal for minors to work past midnight so TF these “high school only” jobs doing open 24 hours?,
545,@gay81280250 well on school days its 5:50 but on weekends its like i wake up at 6:00 oit if habit but then sleep for an extra 30 mins and i physically struggle to sleep in  :’) ALSO GO FUCKING SLEEP,
546,@ToddSmithPC There are kids that can not talk Todd. This investment will do.... NOTHING! @Sflecce Communication disorders are compatible to blind &amp; deaf. Where are aba schools?  #NeedsBasedTherapy #FundTheStudent #SchoolChoice,
547,"@Sandernista412 @DontHateTrav the most shocking thing to me is that americans dont even flinch when thinking about child labor. if a kid is at school, that and hanging out with friends should be their only priority.",
548,"I’ve spent so much time hating on a high school acquaintance’s corny music project that now the song is stuck in my head and honestly, it’s what I deserve! 🥲🥸",
549,Max Holloway just took Kattar to school. What a clinic! #UFC257,
550,"In fact, it is not in doubt that the call for school reopening poses serious threat on both staff and students on our campuses and all assurances in the contrary by this government cannot be trusted, because this is a government that has failed to fulfil its electoral promises.",
551,What ISN’T a first world problem but SEEMS LIKE one?  Being so perfectionist and so obsessed with school and ur studies that u actually fail to maintain a healthy relationship with ur friends and lacking the ability to initiate and maintain a love relationship.,
552,Damn that was almost picked !,
553,"Coincidentally, “butt and only butt” is what they said about me in high school",
554,@ARCOVIdiots We all know Trump’s base isn’t particularly bright even the ones who went to Ivy League schools. None of them can make a single logical argument for anything. So of course they’d film and post their insurrection.,
555,"@NYPostOpinion Not gonna happen. Gotham has several public layers overflowing with racialist faction promoting wokeness as program to distract residents from the mishandling of their taxes, at city admin, public school, etc. No political hero/heroine in sight to challenge them hard.",
556,"@ateez_pop @ATEEZofficial I'm sorry🥺 I've genuinely been having a really hard time keeping up with school and with family, I'm loosing so much motivation, and I feel terrible I really do (you may not know me but I can get to a pretty big amount of people)",
557,just remembered how much school work I have coming up and none of my books are here yet lol wanna cry,
558,"@bonaevolentatis @udarnik Amazing bloke, used his connections to allow him to essentially drive up to the old analogue exchanges in a van and load up on old school switching gear - which Tommy Flowers had built the Colossi out of",
559,@ozskier Ski school supervisors at VR wearing red ughhhhh - the confusion it causes newer guests,
560,@dave_lockerman Some very helpful tips from a primary school teacher for parents who are homeschooling or teachers who are remote teaching during this lockdown! 💻📝📚 Please feel free to RT and subscribe!  https://t.co/7LjMN1qTPP… #homelearning,
561,"North Central vs St. Patrick High School Football Playoffs Today 2021 Jets vs Shamrocks  LIVE STREAM:  https://t.co/YsTS5XKR4f North Central vs St. Patrick High School Football  ayoff game vs. North Central (Powers, MI) on Saturday, today",
562,@educationgovuk @BootstrapCook Less than half of the schools in the uk then.  That’s going well then,
563,"@russelljames697 @wrmj2 @ForMooreSports Can be done SAFER here. Kids wouldn’t be exposed to so many, coaches/schools with temp/health checks and keep things cleaner. Kids wouldn’t be driving on their own at night (maybe in bad weather yet this year). Could actually have their high school coach to teach. Won’t happen.",
564,@VOULEZVOUSRIC i barely studied in my study periods at school dw about it,
565,"NGOs and Ministry of Education, Government of Malaysia: We want the Ministry of Education to re-consider the decision for school reopening - Sign the Petition!  https://t.co/Fo4rShn3xb عبر @Change",
566,@realMikeLindell @WhiteHouse @realDonaldTrump So I didn’t know you went to medical school and are qualified to have meaningful input into how to handle the COVID virus.... oh wait... you didn’t... you sell snake oil!,
567,@ravenscimaven When I was in high school I read about sonoluminescence,
568,@skeletontigers Public school smh,
569,"@dUnknownPunter @sportingking365 I share with your school of thought and also to add many teams recently now have purchasing power they don't have before for example there's a season Fulham spent over 100m in transfer window which wasn't really possible in some 10-20 seasons back.,.also halland to Dortmund",
570,@Wrassle3x @c_z_z_ @GodandtheBear Agreed on that point. Sorry lots of people were attacking me. Just making a point that government chose their priorities. It wasn’t safe school opening and now everyone is mad. But we did not push for this as parents. We decided everyone can stay home. And not everyone can.,
571,Joe Biden’s Stimulus Plan Emphasizes School Reopenings  https://t.co/YCe8az0dFP,
572,"@FlamesNBA21 @alexvolkanovski Cry more, Volk can school him for the 3rd time.  https://t.co/NEXN47f0kU",
573,@Ivrsunoo The entire concept of school just is not right,
574,"@thejungeron @jim_enloe @willowaspe @Larrypolya22 @johncardillo Just curious; whats it like?,you know, way up his asshole, because you seem to love it. Asking for a friend.",
575,"@ericabuddington I do enjoy my summers but lesson plan, attend trainings and prepare for the upcoming school year.",0
576,@CJanimate @PamLongCO We paid very close attention to that in my daughter’s applications. The CA schools were out immediately. She chose Idaho (Boise) partially based on that.,
577,@alexwall2404 @rudstonrec Some very helpful tips from a primary school teacher for parents who are homeschooling or teachers who are remote teaching during this lockdown! 💻📝📚 Please feel free to RT and subscribe!  https://t.co/7LjMN1qTPP… #homelearning,
578,"@alfiekohn Alfie, it so often seems if you are imposing something relating to your experience growing up into some revelation about society as a whole. What if it is the massive number of homes where kids have no structure or accountability that has gotten us here ... not schools.",
579,@commonswings @benedict_rs So no one needs art school ?,
580,"@kye3d @GRIMECRAFT This *honestly* was my thought as well, until meeting with the users and devs, and being shown that it can rely on local instances or you can create a private one, all the way up to an AWS server to handle anything. It's dependent on the server's bandwidth. Local is much smaller.",
581,"About 9% of children in the UK – between 1.1 million and 1.8 million – don't have access to a laptop, desktop or tablet at home.  4 out of 5 schools with the poorest pupils do not have enough devices and internet access to ensure all those self-isolating can keep learning.",
582,"@InyanaMoon @Nick_1037 @TImperialist @latimes This is high school economics. Please don’t ever say some dumb shit like this again, for the love of god  Is there anywhere that this has been the case? There’s plenty of cities, states, and even countries that have implemented a high minimum wage that haven’t had this happen.",
583,"They told me high school would end in a flash, not a zoom. 👽",
584,@pickle_chip_ A very uh fun ass school lmaooo,
585,"@vomalley No. Basically because there's a record if I'm not there during the term. But if I go in during the summer break, I will make a manual note in the app. Also, during term, I have the school electronic roll to tell me who I was in contact with. There's literally 250 people a day.",
586,@davesportsgod Same way you can participate in 100 or more games in any capacity and fail in the @davesportsgod School Of 🏈Nuance.,
587,I went to school wit some of y’all so I don’t understand why y’all look 48😕,
588,@Headlong42 @mirror_miranda @kurteichenwald They used to close out my high school dances with the Pseudo Silk Kimono / Kayleigh / Lavender trifecta. It’s the reason I own Misplaced Childhood.,
589,"Since secondary school I used to question why they had to lie about a girl's illness when it was menstrual cramps? Like, this is a natural occurrence that should not make anyone feel bad about... I have tried to understand the concept behind but I fail",
590,@pureblissss1 Soyayya baayi a school din ne?,
591,my friend keeps thirsting over the demons from the promised neverland OPEN THE DAMN SCHOOLS,
592,Wow @BlessedMMA just took Katter to school. #UFCfightnight,
593,Minecraft but I kill my school in a minecraft tournament  https://t.co/ww4o0Nfafq,
594,Risking your life for Bow Wow? Bitch this ain’t middle school 😂,
595,@SimonByabakama It’s such a shame that you went to school for I dnt know how many years and you let someone think for you ? Someone to show you how to do your Job ??  He is making you look stupid.,
596,@villainsnight IM THE SAME FJFJFJ MY MAIN IS AROUND 84 IIRC? i haven’t been able to play because of school 😭,
597,@hippo_bakakaba 冬だから次から白菜にするね←,
598,"@FabSocialist @DavidWa79281238 @DontHateTrav I'm not saying it's a rational position.  I can tell a quick anecdote.  My senior year in HS there was a school vote for a dress code. So many seniors I knew laughed, saying ""We'll be gone, so fuck'em!"" And voting to screw those after them.  Pulling up the ladder, if you will.",
599,should’ve went to a UC school  https://t.co/gTOBCn7tQc,
600,What Parent must teach their children about COVID-19 as School re-open  https://t.co/WY6YRuEB0w,
601,@lauraaakeegan Low-key has bangers in high school musical the musical too,
602,@eboyjix MY  MEDIA  CENTER  IN  SCHOOL  HAD  LIMITED  COPIES,
603,"@Skidog1111 @MadamOvaries88 @KyleWAlpha Only a portion of minimum wage workers are in high school, and plenty of high schoolers live in poverty and work to help pay the bills",
604,@PhilipGakuru Your not alone feeling such a moments (old school hip-hop)...me too. Enjoy.,
605,"@LA_Knight89 Disney? Broadway? The Bible? A good bloody damned chunk of the Classics we're forced to study in school? West Side Story is a Romeo &amp; Juliet fanfic and that's a fanfic of another story. These ""let's bash on fanfic"" takes are soooo ashy.",
606,@DJSClass6 Some very helpful tips from a primary school teacher for parents who are homeschooling or teachers who are remote teaching during this lockdown! 💻📝📚 Please feel free to RT and subscribe!  https://t.co/7LjMN1qTPP… #homelearning,
607,@LiviaJones @Nostradanielus @Ravnik68 @Hkjllhl @mjcatc @clay_mcch You have zero knowledge on economics. I don't know how High School can let out people like this... Maybe for a minimum graduation rate?,
608,"@jakeg619 @AnthonySabatini As taxes is a plural, it’s taxes ARE the biggest legal scam.  But in your case, your high school diploma is the biggest legal scam in American history",
609,"Wow. Holloway took Kattar to school! Never seen something like that. I thought it would be stopped, but Kattar hung in. It was amazing. #ufc #mma #UFConABC #UFConABC1",
610,Finally the government have some sense and decided to not re open school😭 no more stressing out about exams🥳,
611,Another Covid case at my son’s school...,
612,I’m not mentally prepared  to return to that school,
613,@MsBPHI Love those smiles! Can’t wait to see how your project turns out. 😊,
614,"@camilamilfuegos I would say for a couple of months a year temperatures will be below freezing most of the time. But somehow it is not constantly gloomy, there is a lot of sun even during the winter times. Some 50+year old faculty at Madison told me that they bike to school 80% of the time...",
615,@Elise_ekd And why are schools in “hot spots” and other areas open WITH staff AND students????  #Unsafe4All #FireLecce,
616,Magic school bus comes close but I don’t think it’s as bad. Still bad though.,
617,A lot of people from high school are finding me on instagram and twitter .  Hello yes i am still a weird bitch .,
618,if you ever jerked off in a school bathroom you’re a sick person,
619,not my cousin saying math formulae in his sleep 😭😭😭 i’m scared what did they do to him at school poor baby,
620,"@Oochow1 @JoeBiden I'm all for quality schools and safe bridges, just not the taxes part.  I'm also for 6-pack abs and swoll biceps, just not the workout part.  🤪🤪🤪",
621,That high school senior Bully from Boston learned today that freshmen from Hawaii hit different. Max Blessed Holloway is the Best Featherweight in the World! Volkanovski knows he got away with one that's why he didn't want to run it back. #HawaiianWarrior #UFCFightIsland7,
622,"@RobertZollinge1 @MSNBC @AOC No. I'm not an authority, but when you open your mouth and try to ""school"" people and speak definitively, know what you are speaking about.",
623,"@CookieM24576401 @TigressEllie How Safe Is Your School?  As parents, we are always having to make decisions about our kids.  Sorry, here is one more.  @jljcolorado  explained exactly how #COVID19 spreads &amp; gave practical tips on how we can reduce our risk.  It needs some thought!   https://t.co/5cl9gOKELe  https://t.co/xxaT1nlTxQ",
624,@imanniemeintjes Hi @imanniemeintjes. Teaching and learning starts early in January – no delay in the start of the 2021 academic year!  https://t.co/0loJDLPx15  https://t.co/xQJ21GFnGA,
625,@ShangaseMvelo Niwathathaphi? Mina I'm from Port Shepstone and Durban but dololo 😲😳🙄😩,
626,Is @BuzzFeed doing a story on university covid protocols? My school’s policy is ridiculous and I’d be curious if other schools policies are too,
627," https://t.co/SVSawIgSmN @ Salem High School (Conyers, Georgia)  https://t.co/853kVDbQQd",
628,"@hobibubbles i’ve been okay ig, just annoyed at school and my mum :/ i’m currently trying to figure out how to sell my enhypen album lmfao. what about u??? &lt;3",
629,@ymitwee solo faltan mis Botines Nike Retro Old School + un Moniiko Mas &amp; otras cosiitas pero poco a poco 🥺👌 Ash jajaja,
630,My boy in barber school once said “being successful is the new gangsta” and that shit spoke volume to me,
631,@egirlfinalboss Same but middle school,
632,"Guys remember that you don't need to be up to date with all the different streams rn! Please remember to take time for yourself, drink some water, do your school work, do hobbies that you enjoy. The vods and stream highlights will be here for u to watch later! &lt;3",
633,"North Central vs St. Patrick High School Football Playoffs Today   Jets vs Shamrocks  LIVE STREAM:  https://t.co/YsTS5XKR4f The St. Patrick (Portland, MI) varsity football team has a neutral playoff game vs. North Central (Powers, MI) on Saturday, today",
634,"@rkhamsi thanks for clarifying! I was indeed perplexed 😅. (but wait, do not they teach antibodies in school anymore?)",
635,Why are people sooooooo ready to blame schools for everything?,
636,i held a gun on my school bus in 8th grade and my friend got arrested next day for its free nick,
637,"Jantar com degustação de vinho no restaurante ""El Tranvia"" (Higienópolis)... encontro ""old school"" dos 7 amigos mais próximos da ACADEPOL/SP - DP-1/2008, turma C.  https://t.co/UGl9Nm5I6q",
638,Mom can you come pick me up from school,
639,"@thevoiceuk @RealSirTomJones Probably one of the same people who thinks you use brackets as a separate sentence or question - AKA Comprehensive ""school"" ""teachers"".",
640,"#Science is split? Not enough scientific evidence for #openschools?  And in the meantime, in national-scene-landia, everyone - and with a good reason - celebrates Biden's science nominations.   More double discourse? #Berkeley?  @BerkeleyOpen @schools_us  #showmethescience",
641,"woah! my favorite teacher during high school (on the left), kimberly mcglonn, was awarded a @beygood grant by @beyonce for her business, GRANT BLVD. i am OVER the moon for her! she helped me so much with coming to terms with who i am. 🥺  https://t.co/fyUiQGWcju",
642,"Deeply unsettled by how ""equity"" has been thrown around as a tool to guilt risk averse (appropriately - it's a pandemic) adults working in schools",
643,@SamLoinsLyon @MichaelDaniels_ School hustle 😂,
644,"Don’t even lie, this made you miss a love you never had when you were in middle/high school 😥 and not to mention it’s self-written  https://t.co/ZFx7jL91Ah",
645,"@richard_gwynne @andy_muan I work in retail and customer service and make 3x more than the starting pay in the field I’m studying to get in to.   I went to trade school after high school, and ended up in the top 10% of earners in my field. I *still* make more than that in retail and customer service.",
646,"Dance for 5 minutes, 5 times a day, 5 days per week to UPLIFT your mood, release stress, and improve productivity! Use my 5 Minute Coffee Break Playlist to get going, and have fun!  https://t.co/nWekh06Hap #oldschooldancefitness, #coffeebreakworkoutchallenge, #fitin5minutes  https://t.co/En93vE2pjv",
647,"@dhershiser I think Sarah at least graduated from high school and even attended a college or two. Lauren is a high school dropout with a GED. (Not that there's anything wrong with that, ordinarily.)",
648,@Boogerbeard1 Kattars high school must’ve had some beast ass freshman bro,
649,@rebecca_harman Some very helpful tips from a primary school teacher for parents who are homeschooling or teachers who are remote teaching during this lockdown! 💻📝📚 Please feel free to RT and subscribe!  https://t.co/7LjMN1qTPP… #homelearning,
650,Yoo!! These young people who are getting high school acceptance letters. I knew them when I was teaching after-school. They growing up so fast! 😭🤧,
651,@btcty Was a fisherman.Started as soon as I left school.,
652,"@FbayareaS @JoshRing4UBI @AnnforYang The other taken in by poor parents, always worried about next weeks' rent, school peers engaged in delinquent activities because their parents are also in the same predicament.  Teacher don't care, kids are always hungry.",
653,"@AmonOniyama @singingReaper btw you're great for doing this  i'm part of a local charity that turns e-waste into usable PCs that we give to poor people so i know this can certainly help, for people who want to go to school but can't afford a PC, etc etc",
